,review_date,title,score,pos,cons,reviewer,review_country,stay_date
2863,26 November 2019,VERY RELAXING AND ACCOMODATING.,9.6,CUSTOMER SERVICE AND INFINITY POOL,STANDARD CHECK IN WAS 3PM BUT THEY WERE ABLE TO LET US IN MUCH EARLIER THAN THAT WHICH WAS GOOD.,Khoa,Australia,November 2019
2864,26 November 2019,Amazing!,10.0,"I loved everything about Marina Bay Sands. The price definitely justifies the service, room quality, views & infinity pool.",,Son,Australia,November 2019
2865,25 November 2019,The family room was spacious.,10.0,The family room was spacious.,The pool was crowded.,Joseph,USA,November 2019
2866,25 November 2019,early check in was very helpful.,10.0,"early check in was very helpful.
thanks to it I could enjoyed the infinity pool a lot.
thanks very much.",,TATSUYA,Japan,November 2019
2867,25 November 2019,Staff at check in was very nice.,9.6,Staff at check in was very nice.,"TV options could be better.
WiFi could be faster then 3 Mbps.",Anonymous,Philippines,November 2019
2868,25 November 2019,Very expensive  Overpriced,7.1,"The bed was very comfortable
Infinity pool was nice",I need to be a millionaire to stay there regularly,Alan,Australia,November 2019
2869,25 November 2019,"Everything, the architecture, the pool, location the...",10.0,"Everything, the architecture, the pool, location the cleanliness of the hotel",Best hotel I’ve ever stayed in,Denisa,United Kingdom,November 2019
2870,24 November 2019,The looks from the outside,7.9,The looks from the outside,Too busy just like a busy shopping centre wish I had never booked it. Expected better for the cost.,Peter,United Kingdom,October 2019
2871,24 November 2019,Fabulous,10.0,Everything,,Darren,USA,November 2019
2872,23 November 2019,Everything,10.0,Everything,Nothing,Sunny,South Korea,November 2019
2873,23 November 2019,Location and pool,6.7,Location and pool,,Anonymous,Japan,October 2019
2874,22 November 2019,I like to stay here.,7.1,"There are a lot of shops, restaurants, foodcourt, casino, nice decoration ,near garden by the sea and amazing pool on the top.",Too high room rate.,Chiraporn,Thailand,October 2019
2875,22 November 2019,I love Everything!,9.2,I love Everything! the view from our room is spectacular.,,Nixi Santorce,Japan,November 2019
2876,22 November 2019,The room and pool were amazing,10.0,The room and pool were amazing,Restaurants too expensive,Dawn,United Kingdom,November 2019
2877,22 November 2019,Great view with large room.,8.8,Great view with large room.,Very expensive.... lol,Xiaoyang,Australia,November 2019
2878,22 November 2019,Fabulous Views and Great location,10.0,Fabulous views and good position,You are not allowed to use the facilities once you check out.,Paul,United Kingdom,November 2019
2879,22 November 2019,Very good,10.0,Everything,No more,Lili,USA,November 2019
2880,21 November 2019,Only swimming in pool,4.2,Only swimming in pool,WiFi is very bad no network.for 5 days I can’t speak to any one and even not able to see my Maill.,Maqsood,United Kingdom,November 2019
2881,21 November 2019,Location,8.8,Location,"Lobby is like a war zone, no sitting areas.",Anonymous,Taiwan,November 2019
2882,21 November 2019,Wow what a great hotel didn’t want to leave,10.0,"Wow what a great hotel, staff very helpful great roof top pool and massive rooms, great location",Nothing,Sandra,United Kingdom,October 2019
2883,21 November 2019,All,10.0,All,Nothing,Abdul,Malaysia,October 2019
2884,21 November 2019,Fantastic,10.0,Loved this hotel made lifetime memories,,Michele,United Kingdom,November 2019
2885,20 November 2019,It’s worth a try ...I’m sure you will have a memorable moments,9.2,Everything is spectacular especially the pool view,,Alireza,Iran,November 2019
2886,19 November 2019,Comfortable & well designed,7.9,Comfortable & well designed,None,Anonymous,New Zealand,November 2019
2887,19 November 2019,Locations and view,9.6,Locations and view,,Ambrianto,Indonesia,November 2019
2888,18 November 2019,good,10.0,good,no,PHAN THI THIEN LY,Vietnam,November 2019
2889,18 November 2019,100% Perfect,10.0,"It was obviously amazing and great for fun.
Everybody else who will stay there would notice the scene of the hotel.
Thank you so much.",,Ricky Suzuki,Japan,October 2019
2890,18 November 2019,"Pool, location and shops.",9.6,"Pool, location and shops. Was awesome",,Eugene,New Zealand,November 2019
2891,18 November 2019,"It's a ""MUST DO"" if you are going to Singapore.",9.6,"It's a ""MUST DO"" if you are going to Singapore... swiming pool it's amazing... view, location...",,Oliver Mircea,Romania,November 2019
2892,18 November 2019,It was amazing,10.0,Everything,,Tyrone,USA,November 2019
2893,17 November 2019,The looks and pool,8.8,The looks and pool,Too expensive for the money and no breakfast included,Anonymous,USA,October 2019
2894,17 November 2019,Would stay again,10.0,Excellent service,,Kerrie,Australia,November 2019
2895,17 November 2019,"Fantastic, v expensive, but to be expected and I didn’t feel it was not value for money.",9.6,A Marquee location and landmark hotel.,"Expensive, but you get what you pay for...,",Stewart,United Kingdom,November 2019
2896,17 November 2019,Perfect once again...,10.0,"Pool, staff, location... everything on this place is perfect! Come to Singapore and dont stay there is a waste!",Nothing,BrunoUSA,USA,November 2019
2897,17 November 2019,Excellent,10.0,Everything,Next day check out 11.00 and they do not let you use the swimming pool upstairs. So check in quick is you can spend more time up their,Ibrahim,United Kingdom,November 2019
2898,17 November 2019,Simply: Perfect,10.0,Simply: Perfect,,Jovan,Serbia,November 2019
2899,17 November 2019,Inifinity pook,7.9,Inifinity pook,,Lea,Qatar,November 2019
2900,17 November 2019,The staff is unfriendly and impolite,3.8,The location,Everything except the location,Hann,Philippines,November 2019
2901,16 November 2019,"great stay, beautiful view, loved the pool",10.0,"great location, great view of light show at night, very comfortable bed",n/a,Margaret,USA,October 2019
2902,16 November 2019,Too expensive,8.8,Clean and comfortable,I had requested an extra bed months earlier but it wasn't prepared till an hour after my arrival at 2am!,Arti,United Kingdom,November 2019
2903,16 November 2019,"Amazing, would definitely go again and recommend",10.0,"Room good, great view, staff so helpful, great location, rooftop pool amazing",All good,Deborah,United Kingdom,November 2019
2904,16 November 2019,Great for short stays,7.9,Great for short stays,No biduette!!! Made the toilet experience bad :(,Nurulhuda,Singapore,November 2019
2905,16 November 2019,Wish we would have stayed longer!,10.0,Fabulous!,,Sherrie,USA,November 2019
2906,15 November 2019,Everything was amazing,10.0,Service,,Ana,Australia,November 2019
2907,15 November 2019,Pool and location.,9.2,Pool and location.,Sometimes it feels so big and impersonal.,Anonymous,United Arab Emirates,November 2019
2908,15 November 2019,They gave us a complementary cake for being in our honeymoon.,9.6,"They gave us a complementary cake for being in our honeymoon. 
And, of course, the view from the pool was amazing!",,HappyTravellerTAB,Romania,November 2019
2909,14 November 2019,Worth a upscale experience.,9.2,Infinity pool and spacious rooms.,Front desk staff to be more courteous.,Gautam,India,November 2019
2910,14 November 2019,Everything,10.0,Everything,Nothing,Artemi,Ireland,November 2019
2911,14 November 2019,Value for money,10.0,The smell of the hallway and room,Nil,Mohamad,Malaysia,November 2019
2912,14 November 2019,"Iconic building on a beautiful location, great view from...",9.6,"Iconic building on a beautiful location, great view from every room. Friendly staff and a lot of great restaurants.",Nothing,Borry,Netherlands,November 2019
2913,13 November 2019,"Fast chick up ,clean and charming swimming pool ,nice view",9.6,"Fast chick up ,clean and charming swimming pool ,nice view",,Malek,Qatar,November 2019
2914,13 November 2019,Everything was magnificent,10.0,Everything was magnificent,,Angela,Australia,November 2019
2915,12 November 2019,The pool on the rooftop is very nice and the view is amazing,7.9,The pool on the rooftop is very nice and the view is amazing,"Smell in the room, everything is pretty old. You pay for the view mostly.",Alena,Ireland,November 2019
2916,12 November 2019,Beautiful view from my room.,10.0,Beautiful view from my room. Staff are friendly and helpful.,None,Anonymous,USA,November 2019
2917,12 November 2019,Not worth the money,5.0,The view.,Need to wait too long for the lift.,Anonymous,Malaysia,October 2019
2918,12 November 2019,Loved it!!,10.0,If you are in Singapore stay here!,,Jordan,USA,November 2019
2919,12 November 2019,If there was ever a 10 star resort this would be it,10.0,If there was ever a 10 star resort this would be it,Can not fault in any detail. Be booking again,Rod,Australia,November 2019
2920,12 November 2019,Great sky pool and very friendly staff and lovely hotel and...,9.2,Great sky pool and very friendly staff and lovely hotel and very good facilities.,"A bit pricey, although you got what you paid for.",Tak-Keung,Denmark,November 2019
2921,11 November 2019,Surprisingly kid friendly,9.6,"It was surprisingly kid-friendly, and perfect for us! They even gave us a baby bath for our 4 month old. All the comforts of home.",,Trisha,USA,November 2019
2922,11 November 2019,MBS - Memorable and Best Service,10.0,The cleanliness and the customer service is highly valuable. Everything is absolutely worth it.,nothing to complain,Maria,Australia,November 2019
2923,11 November 2019,Great pool,8.8,You pay for the pool but it was worth it for us,Price,Eugene,USA,November 2019
2924,11 November 2019,Once in a life time.,10.0,"The location is great. The room was fantastic, clean and modern. The pool was unforgettable.",the surrounding shops are way out of budget.,Carolyn,Australia,October 2019
2925,10 November 2019,Everything.,10.0,Everything. This hotel is amazing!!!,,Yoselin,USA,October 2019
2926,10 November 2019,It was nice but disappointing,6.3,The pool,The hidden costs that booking.com couldn’t bother to be honest about and the Super impossible frustrating key cards tapping at the pool area,Lisa,Singapore,November 2019
2927,10 November 2019,everything except price,9.2,everything except price,fabulous place but price is too high,Anonymous,Australia,November 2019
2928,10 November 2019,"pool, drinks, food, facilities, views - EVERYTHING",10.0,"pool, drinks, food, facilities, views - EVERYTHING",,Jessica,Australia,November 2019
2929,10 November 2019,"Bed sheet, pillows and blanket smell horrible!",6.3,,"Bed sheet, pillows and blanket smell horrible!! It’s not like 5 star hotel at all. I stayed at 21st floor with Garden by the bay view.",Jintana,Thailand,November 2019
2930,10 November 2019,Location,6.7,Location,Too expensive room has nothing special,Runa,Japan,November 2019
2931,10 November 2019,MBS Staycation,8.8,,No carpark right below the hotel. Need to walk to the shopping area to access carpark.,Anonymous,Singapore,November 2019
2932,9 November 2019,Not recommend,9.2,The view was spectacular,Overrated,Anonymous,USA,October 2019
2933,9 November 2019,Loved the pool!,10.0,Loved the pool! Tower 2 was amazing,Everything was excellent.,Beverly,USA,October 2019
2934,8 November 2019,The infinity pool and room were absolutely beautiful,8.8,The infinity pool and room were absolutely beautiful,Way too expensive for what you get. No breakfast included.,Frédérique,Netherlands,October 2019
2935,8 November 2019,Best Stay Ever!,10.0,"Location, Breakfast, City View, Infinity Pool, Gym facilities, Housekeeping, Cleanliness, Staff behavior Everything was perfect!",,Taimoor,Pakistan,November 2019
2936,8 November 2019,Infinity!,10.0,The Infinity Pool! Its everything and more!,,kavyaharlalka,India,October 2019
2937,8 November 2019,Amazing stay,8.8,Pool and rooms,,Andy,Belgium,November 2019
2938,8 November 2019,Infinity pool,10.0,Infinity pool,Room space,balaramaraju,India,November 2019
2939,8 November 2019,The view and the valet parking staff very friendly,5.4,The view and the valet parking staff very friendly,The toilet and the staff service is terrible.,Noorlidzan,Malaysia,November 2019
